1.000000000000000000e+00,7.954991888201699002e-01
1.600000000000000000e+01,7.984853552340522853e-01
8.100000000000000000e+01,3.037309150553345605e-01
2.560000000000000000e+02,3.453839041198003557e-01
6.250000000000000000e+02,4.179545385152632075e-01
1.296000000000000000e+03,2.666387137250979533e-01
2.401000000000000000e+03,1.658144029494800775e-01
4.096000000000000000e+03,1.459471658240976133e-01
6.561000000000000000e+03,1.081668913668174803e-01
1.000000000000000000e+04,1.034630289047672458e-01
1.464100000000000000e+04,5.042708178174176714e-02
2.073600000000000000e+04,4.965947626446237662e-02
2.856100000000000000e+04,2.749435552951928763e-02
3.841600000000000000e+04,2.743038904713593351e-02
5.062500000000000000e+04,1.154525721556318163e-02
6.553600000000000000e+04,1.150354133423786562e-02
