2.560000000000000000e+02,2.733094796988119191e-01
6.250000000000000000e+02,4.251534763518360904e-03
1.296000000000000000e+03,6.905819372671584411e-02
2.401000000000000000e+03,5.741819644688783697e-03
4.096000000000000000e+03,2.048394510591022843e-02
6.561000000000000000e+03,3.517823598213842828e-03
1.000000000000000000e+04,7.089091231132105264e-03
1.464100000000000000e+04,1.937054655982040074e-03
2.073600000000000000e+04,2.802154705361603604e-03
2.856100000000000000e+04,1.064738961128020023e-03
3.841600000000000000e+04,1.265083275543754660e-03
5.062500000000000000e+04,6.094969877871170283e-04
6.553600000000000000e+04,6.397460221546635850e-04
8.352100000000000000e+04,3.625623140228739771e-04
1.049760000000000000e+05,3.543151807858802016e-04
1.303210000000000000e+05,2.254314966084747240e-04
1.600000000000000000e+05,2.106693634613687749e-04
1.944810000000000000e+05,1.464309869921853746e-04
2.342560000000000000e+05,1.323882101310625004e-04
2.798410000000000000e+05,1.028159048670485021e-04
3.317760000000000000e+05,8.690550373291472397e-05
3.906250000000000000e+05,7.292796361380027292e-05
4.569760000000000000e+05,6.039521852263529667e-05
5.314410000000000000e+05,5.169860497755696116e-05
6.146560000000000000e+05,4.287956477022625279e-05
7.072810000000000000e+05,3.875246747564453642e-05
8.100000000000000000e+05,3.198934810633158321e-05
9.235210000000000000e+05,2.946920339663705590e-05
1.048576000000000000e+06,2.474659530549150332e-05
1.185921000000000000e+06,2.287617860352586519e-05
1.336336000000000000e+06,1.922727125369672052e-05
1.500625000000000000e+06,1.776647290507860077e-05
1.679616000000000000e+06,1.494709849247932709e-05
1.874161000000000000e+06,1.377965397708624806e-05
2.085136000000000000e+06,1.159630856717441816e-05
2.313441000000000000e+06,1.065397557264979866e-05
2.560000000000000000e+06,9.330425650766471790e-06
2.825761000000000000e+06,8.436800603361938045e-06
3.111696000000000000e+06,7.767993570606535059e-06
3.418801000000000000e+06,7.146699634863473705e-06
3.748096000000000000e+06,6.473816112295693870e-06
4.100625000000000000e+06,5.964574185668425343e-06
4.477456000000000000e+06,5.293238749093376327e-06
4.879681000000000000e+06,4.894924477860662648e-06
5.308416000000000000e+06,4.329806597924701350e-06
5.764801000000000000e+06,3.964227776487305732e-06
6.250000000000000000e+06,3.669819410245800384e-06
