1.296000000000000000e+03,5.942639657747794679e-02
2.401000000000000000e+03,1.473680347186756556e-03
4.096000000000000000e+03,1.055160637529983791e-02
6.561000000000000000e+03,4.106906577718838491e-04
1.000000000000000000e+04,1.997509085024495867e-03
1.464100000000000000e+04,1.811513713194656816e-04
2.073600000000000000e+04,5.290160392424914093e-04
2.856100000000000000e+04,8.164213114925100712e-05
3.841600000000000000e+04,1.570265197293752024e-04
5.062500000000000000e+04,3.633363983535087272e-05
6.553600000000000000e+04,5.217839465831985990e-05
8.352100000000000000e+04,1.626708186430736447e-05
1.049760000000000000e+05,1.952686063444453168e-05
1.303210000000000000e+05,7.768511745109840660e-06
1.600000000000000000e+05,8.169070212726836644e-06
1.944810000000000000e+05,3.909335323570850562e-06
2.342560000000000000e+05,3.771247457096116307e-06
2.798410000000000000e+05,2.110027690682692025e-06
3.317760000000000000e+05,1.890685194627650390e-06
3.906250000000000000e+05,1.234816520589987476e-06
4.569760000000000000e+05,1.014217928307914462e-06
5.314410000000000000e+05,7.321766596346535039e-07
6.146560000000000000e+05,5.749003485489012633e-07
7.072810000000000000e+05,4.497724737095865066e-07
8.100000000000000000e+05,3.409753293048822798e-07
9.235210000000000000e+05,2.899719012683377173e-07
1.048576000000000000e+06,2.248318524689096876e-07
1.185921000000000000e+06,1.947961691950439445e-07
1.336336000000000000e+06,1.521194035181139270e-07
1.500625000000000000e+06,1.326852189231786383e-07
1.679616000000000000e+06,1.040310483313433565e-07
1.874161000000000000e+06,9.086868690832972106e-08
2.085136000000000000e+06,7.152072500904438357e-08
2.313441000000000000e+06,6.240097139009748162e-08
2.560000000000000000e+06,4.927630492534973428e-08
2.825761000000000000e+06,4.298006472946980239e-08
3.111696000000000000e+06,3.552852101407211194e-08
3.418801000000000000e+06,3.123450809106032011e-08
3.748096000000000000e+06,2.698919854271508711e-08
4.100625000000000000e+06,2.381548069863015371e-08
4.477456000000000000e+06,2.032106982685633056e-08
4.879681000000000000e+06,1.798712434553095818e-08
5.308416000000000000e+06,1.532984494900802019e-08
5.764801000000000000e+06,1.335198784868651956e-08
6.250000000000000000e+06,1.148352501978422424e-08
