1.600000000000000000e+01,7.984853552340522853e-01
1.600000000000000000e+01,7.984853552340522853e-01
8.100000000000000000e+01,4.848829335422315534e-01
2.560000000000000000e+02,4.984853552340522409e-01
6.250000000000000000e+02,3.155872334169306237e-01
1.296000000000000000e+03,2.748785574840731938e-01
2.401000000000000000e+03,2.766910753249409716e-01
4.096000000000000000e+03,2.304458729388690896e-01
6.561000000000000000e+03,2.264119497462164787e-01
1.000000000000000000e+04,1.826661988301901962e-01
1.464100000000000000e+04,1.699601858457958636e-01
2.073600000000000000e+04,1.537448388737648886e-01
2.856100000000000000e+04,1.356272438575477635e-01
3.841600000000000000e+04,1.355614186680850208e-01
5.062500000000000000e+04,1.210812016150142334e-01
6.553600000000000000e+04,1.106176894807243682e-01
8.352100000000000000e+04,1.023026850550061706e-01
1.049760000000000000e+05,9.960933621460121845e-02
1.303210000000000000e+05,9.592029824017900275e-02
1.600000000000000000e+05,8.987538957329810341e-02
1.944810000000000000e+05,8.519108707350087073e-02
2.342560000000000000e+05,8.109958185594279279e-02
2.798410000000000000e+05,7.912448622690060329e-02
3.317760000000000000e+05,7.145197785474100005e-02
3.906250000000000000e+05,7.182844129150156576e-02
4.569760000000000000e+05,6.637295709096280305e-02
5.314410000000000000e+05,6.677285336681448857e-02
6.146560000000000000e+05,6.723911285260542048e-02
7.072810000000000000e+05,5.945674164484671120e-02
8.100000000000000000e+05,5.872434993721342700e-02
9.235210000000000000e+05,5.538093703133284418e-02
1.048576000000000000e+06,5.477672469449046400e-02
1.185921000000000000e+06,5.167616697949106719e-02
1.336336000000000000e+06,5.403249519510799903e-02
1.500625000000000000e+06,4.939667827263005684e-02
1.679616000000000000e+06,5.001807884396758386e-02
1.874161000000000000e+06,4.703402700325243213e-02
2.085136000000000000e+06,4.896188592218830848e-02
2.313441000000000000e+06,4.452761663221338484e-02
2.560000000000000000e+06,4.348923275992111481e-02
2.825761000000000000e+06,4.381883503677630465e-02
3.111696000000000000e+06,4.285833647382852885e-02
3.418801000000000000e+06,4.019359534774114007e-02
3.748096000000000000e+06,4.103849464360198596e-02
4.100625000000000000e+06,3.712908856729513207e-02
4.477456000000000000e+06,3.832644092462100804e-02
4.879681000000000000e+06,3.522224166916276822e-02
5.308416000000000000e+06,3.578619448582875950e-02
5.764801000000000000e+06,3.578597164914454343e-02
6.250000000000000000e+06,3.361886882573084101e-02
