1.000000000000000000e+00,7.984853552340522853e-01
5.000000000000000000e+00,7.984853552340522853e-01
2.000000000000000000e+01,5.985612023537925097e-01
7.000000000000000000e+01,4.490992688001964606e-01
1.650000000000000000e+02,1.420455865737776380e-01
3.570000000000000000e+02,1.018394467444410090e-01
6.880000000000000000e+02,1.525778764886342453e-01
1.154000000000000000e+03,1.831319405291842450e-02
1.867000000000000000e+03,1.364443647025226358e-02
2.907000000000000000e+03,3.207627508357013824e-03
4.272000000000000000e+03,1.134366114454271601e-02
6.070000000000000000e+03,5.559953499795211584e-04
8.357000000000000000e+03,7.583748720453309389e-04
1.130700000000000000e+04,4.267759592843090033e-04
1.499800000000000000e+04,3.571700158405688441e-04
1.947000000000000000e+04,2.233273571344840391e-05
2.480900000000000000e+04,2.907819822073332006e-05
3.121100000000000000e+04,1.909212757111866665e-05
3.892800000000000000e+04,6.378826425734729355e-06
4.781600000000000000e+04,3.527993186147604376e-06
5.820100000000000000e+04,9.790353973082588368e-07
7.036100000000000000e+04,1.869203580806555465e-07
8.396200000000000000e+04,3.034029382176228751e-07
9.964800000000000000e+04,1.057813916460759174e-07
1.175190000000000000e+05,1.226902198725454696e-07
1.375210000000000000e+05,6.107401862021077932e-09
1.602700000000000000e+05,1.731642917945919180e-08
1.855280000000000000e+05,2.036994128928881764e-09
2.136150000000000000e+05,2.102679141913199601e-09
2.446490000000000000e+05,2.089377559855165600e-10
2.793700000000000000e+05,1.627824541827749272e-10
3.170060000000000000e+05,8.619915892182916650e-11
3.588090000000000000e+05,1.263447124699723645e-10
4.048230000000000000e+05,1.204991662007159903e-11
4.548380000000000000e+05,1.110223024625156540e-11
5.094860000000000000e+05,1.718736264422204840e-12
5.684930000000000000e+05,1.193267706867118250e-12
6.327310000000000000e+05,5.110356582349595556e-13
7.022940000000000000e+05,4.895528427084627765e-13
7.777640000000000000e+05,1.040278974073771678e-13
8.584630000000000000e+05,4.729550084903166862e-14
9.455310000000000000e+05,2.053912595556539600e-14
1.039650000000000000e+06,2.264854970235319342e-14
1.139878000000000000e+06,2.853273173286652309e-14
1.247549000000000000e+06,4.368727601899990987e-14
1.363177000000000000e+06,3.153033389935444575e-14
