1.000000000000000000e+00,7.954991888201699002e-01
1.600000000000000000e+01,5.699139266626239708e-01
8.100000000000000000e+01,1.223607881692934107e-01
2.560000000000000000e+02,1.431728530226079599e-01
6.250000000000000000e+02,2.626655270639344231e-02
1.296000000000000000e+03,2.793901219537064939e-02
2.401000000000000000e+03,5.160060106906672051e-03
4.096000000000000000e+03,5.007300785595747428e-03
6.561000000000000000e+03,9.875215482146315615e-04
1.000000000000000000e+04,8.691961579961882123e-04
1.464100000000000000e+04,1.832133450059281188e-04
